epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,1317.11,0.74016,0.66506,0.00924,0.91065,0.79132,0.85177,0.62726,1.26146,1.61218,0.01762,0.00037895,0.00037895,0.00037895
182,1324.16,0.75062,0.62929,0.00904,0.87431,0.81572,0.84605,0.63252,1.2634,1.51486,0.01753,0.000369415,0.000369415,0.000369415
183,1331,0.75161,0.67674,0.00911,0.91996,0.78398,0.83697,0.6309,1.25573,1.65135,0.01721,0.00035998,0.00035998,0.00035998
184,1339.32,0.76491,0.64317,0.00924,0.90437,0.81218,0.84771,0.63055,1.25689,1.66223,0.0174,0.000350648,0.000350648,0.000350648
185,1346.17,0.74281,0.65191,0.00885,0.90976,0.80863,0.84381,0.62655,1.24362,1.62518,0.01704,0.000341421,0.000341421,0.000341421
186,1352.98,0.7584,0.6715,0.00922,0.88896,0.81261,0.84633,0.62663,1.23395,1.70394,0.01705,0.000332298,0.000332298,0.000332298
187,1359.85,0.7293,0.59798,0.00851,0.90602,0.79905,0.85331,0.62791,1.24293,1.69544,0.01768,0.000323283,0.000323283,0.000323283
188,1367.27,0.74503,0.67032,0.00901,0.90427,0.80663,0.8523,0.63628,1.23934,1.61334,0.01682,0.000314377,0.000314377,0.000314377
189,1374.14,0.74613,0.62199,0.00898,0.91217,0.79291,0.85701,0.62992,1.26598,1.63132,0.01765,0.00030558,0.00030558,0.00030558
190,1380.92,0.76368,0.68641,0.00943,0.8996,0.80146,0.85197,0.62553,1.27306,1.6225,0.01831,0.000296894,0.000296894,0.000296894
191,1388.4,0.75451,0.67103,0.00913,0.89034,0.80655,0.84051,0.62807,1.26239,1.64918,0.01755,0.000288321,0.000288321,0.000288321
192,1395.53,0.76063,0.6768,0.00935,0.88854,0.80806,0.84857,0.63096,1.25121,1.62768,0.01708,0.000279862,0.000279862,0.000279862
193,1402.39,0.73951,0.6042,0.00891,0.90543,0.79966,0.84852,0.63408,1.23456,1.69785,0.01715,0.000271518,0.000271518,0.000271518
194,1409.26,0.74816,0.64366,0.00906,0.9011,0.80863,0.84366,0.62752,1.26252,1.62901,0.0178,0.000263291,0.000263291,0.000263291
195,1417.29,0.74548,0.6302,0.00871,0.91295,0.79754,0.84877,0.63395,1.26887,1.5981,0.01769,0.000255182,0.000255182,0.000255182
196,1424.06,0.69846,0.5805,0.00822,0.91334,0.80205,0.85678,0.64414,1.23259,1.53749,0.01698,0.000247192,0.000247192,0.000247192
197,1431.04,0.71709,0.57499,0.00846,0.87915,0.82628,0.85411,0.63419,1.25224,1.62086,0.01745,0.000239322,0.000239322,0.000239322
198,1437.94,0.74282,0.67012,0.00932,0.90434,0.79905,0.85033,0.63087,1.26268,1.67591,0.01801,0.000231574,0.000231574,0.000231574
199,1445.96,0.7204,0.63157,0.00874,0.91044,0.80041,0.85328,0.63762,1.24707,1.69482,0.01751,0.00022395,0.00022395,0.00022395
200,1452.81,0.7127,0.60909,0.00869,0.89388,0.80798,0.84529,0.63376,1.23924,1.6676,0.01736,0.000216449,0.000216449,0.000216449
201,1459.47,0.73755,0.61306,0.00863,0.89427,0.81859,0.84824,0.62969,1.27184,1.60479,0.01799,0.000209073,0.000209073,0.000209073
202,1468.15,0.70562,0.55397,0.00852,0.89848,0.81261,0.84167,0.63351,1.27182,1.62767,0.018,0.000201824,0.000201824,0.000201824
203,1474.87,0.71243,0.5731,0.00794,0.90145,0.80966,0.84156,0.63627,1.24252,1.64292,0.01709,0.000194703,0.000194703,0.000194703
204,1481.75,0.72635,0.64673,0.00908,0.93267,0.80463,0.8475,0.63397,1.24538,1.66596,0.01728,0.00018771,0.00018771,0.00018771
205,1488.59,0.7202,0.58995,0.00861,0.92827,0.79746,0.84682,0.63132,1.25098,1.66588,0.0172,0.000180847,0.000180847,0.000180847
206,1495.3,0.74948,0.65723,0.00915,0.924,0.79746,0.84536,0.62889,1.25868,1.67314,0.01743,0.000174115,0.000174115,0.000174115
207,1502.18,0.71426,0.61106,0.00832,0.9187,0.80929,0.84826,0.63175,1.2356,1.59274,0.01732,0.000167515,0.000167515,0.000167515
208,1509.02,0.69711,0.61411,0.00828,0.90867,0.81649,0.8518,0.6359,1.23696,1.58526,0.01719,0.000161049,0.000161049,0.000161049
209,1515.79,0.72089,0.64969,0.00849,0.91507,0.80785,0.85036,0.6355,1.24289,1.58633,0.01722,0.000154716,0.000154716,0.000154716
210,1522.6,0.70601,0.61292,0.0088,0.91813,0.80324,0.85011,0.63388,1.24809,1.60022,0.01733,0.000148518,0.000148518,0.000148518
211,1530.27,0.71087,0.6023,0.00888,0.90196,0.81332,0.84841,0.63848,1.22798,1.59353,0.01696,0.000142456,0.000142456,0.000142456
212,1537.31,0.71745,0.59654,0.00843,0.90462,0.81101,0.84905,0.63467,1.24097,1.62546,0.01737,0.000136532,0.000136532,0.000136532
213,1545.4,0.68491,0.58617,0.00809,0.90371,0.81404,0.85292,0.64259,1.22648,1.60977,0.01671,0.000130745,0.000130745,0.000130745
214,1552.15,0.70897,0.6312,0.00846,0.92204,0.79937,0.85164,0.63775,1.24174,1.59105,0.01713,0.000125097,0.000125097,0.000125097
215,1558.92,0.69538,0.56959,0.00826,0.91981,0.8051,0.85218,0.64142,1.23868,1.5644,0.01691,0.000119589,0.000119589,0.000119589
216,1565.78,0.71107,0.62089,0.0086,0.88419,0.82628,0.84981,0.63257,1.25562,1.57814,0.01737,0.000114221,0.000114221,0.000114221
217,1574.04,0.70831,0.61207,0.00814,0.88925,0.8247,0.84816,0.63959,1.24389,1.56128,0.01706,0.000108995,0.000108995,0.000108995
218,1580.95,0.7149,0.61185,0.00828,0.91429,0.8114,0.85152,0.64065,1.23616,1.57688,0.01695,0.000103911,0.000103911,0.000103911
219,1587.76,0.7416,0.66402,0.00849,0.92949,0.80229,0.85132,0.63102,1.2617,1.58204,0.01777,9.89705e-05,9.89705e-05,9.89705e-05
220,1594.57,0.68871,0.56074,0.00818,0.91488,0.80352,0.8507,0.6373,1.23498,1.59458,0.01708,9.41736e-05,9.41736e-05,9.41736e-05
221,1601.38,0.70024,0.61346,0.00842,0.89935,0.81804,0.85082,0.63836,1.22579,1.61762,0.01686,8.95213e-05,8.95213e-05,8.95213e-05
222,1608.55,0.73077,0.66737,0.00881,0.92533,0.79148,0.84538,0.63638,1.22004,1.63082,0.01693,8.50143e-05,8.50143e-05,8.50143e-05
223,1615.26,0.71031,0.60166,0.00852,0.92987,0.79451,0.847,0.63495,1.2351,1.60244,0.01732,8.06535e-05,8.06535e-05,8.06535e-05
224,1621.93,0.73187,0.6643,0.00863,0.89424,0.81876,0.849,0.63786,1.23061,1.59613,0.01701,7.64394e-05,7.64394e-05,7.64394e-05
225,1628.72,0.67737,0.54663,0.00786,0.92578,0.80503,0.84892,0.63983,1.22041,1.6004,0.01681,7.23727e-05,7.23727e-05,7.23727e-05
226,1635.51,0.71095,0.61163,0.00823,0.90987,0.81284,0.84739,0.63491,1.23109,1.63524,0.01717,6.8454e-05,6.8454e-05,6.8454e-05
227,1642.26,0.71938,0.62748,0.00834,0.91277,0.81284,0.84892,0.63149,1.23289,1.62245,0.01718,6.46841e-05,6.46841e-05,6.46841e-05
228,1649.11,0.70071,0.58285,0.00832,0.91967,0.81053,0.85006,0.63339,1.24358,1.59998,0.0172,6.10634e-05,6.10634e-05,6.10634e-05
229,1657.32,0.69793,0.61725,0.0082,0.91805,0.81345,0.85069,0.6354,1.23711,1.58928,0.01703,5.75926e-05,5.75926e-05,5.75926e-05
230,1664.13,0.68512,0.57798,0.00795,0.92262,0.81011,0.85089,0.6352,1.2308,1.58893,0.01695,5.42722e-05,5.42722e-05,5.42722e-05
231,1670.88,0.69311,0.61978,0.00836,0.92325,0.8122,0.85125,0.63927,1.22494,1.59061,0.01685,5.11027e-05,5.11027e-05,5.11027e-05
